gene_id	gene_name	chromosome	start	end	mean_cn.id	gene_biotype	mean_cn.if	p.val	p.adj
ENSG00000004534	RBM6	chr3	49940007	50100045	-0.2789063842509778	protein_coding	-0.13602426665588044	1.16750516769363e-37	1.0068168448365112e-35
ENSG00000004700	RECQL	chr12	21468910	21501669	0.1704548179035385	protein_coding	0.07186171593796266	2.59398621129487e-10	1.4681521137879578e-9
ENSG00000004766	VPS50	chr7	93232340	93361123	0.17439828196724727	protein_coding	0.11448953821759654	2.20711250571185e-06	7.993024423103825e-6
ENSG00000004777	ARHGAP33	chr19	35774532	35788822	0.14898259958071278	protein_coding	0.06504830130295415	9.85491464112769e-06	3.321133742544724e-5
ENSG00000004799	PDK4	chr7	95583499	95596516	0.1653710446880103	protein_coding	0.10865106382978723	4.4641592964734e-06	1.5681790349150148e-5
ENSG00000004838	ZMYND10	chr3	50341110	50345732	-0.28111069182389936	protein_coding	-0.1344311411992263	7.90789422418101e-39	1.6250722630691975e-36
ENSG00000004864	SLC25A13	chr7	96120220	96322147	0.1645935015587413	protein_coding	0.10732175301921978	8.27134532456705e-06	2.8224267379378505e-5
ENSG00000004948	CALCR	chr7	93424486	93574730	0.17291846236398453	protein_coding	0.1142539356941238	1.91054656363301e-06	6.976564833591465e-6
ENSG00000004975	DVL2	chr17	7225342	7234517	-0.19373333333333334	protein_coding	-0.1411046421663443	9.03697065860066e-06	3.0652706270797004e-5
ENSG00000005059	MCUB	chr4	109560209	109688719	-0.13818739676996417	protein_coding	-0.06785705996131527	8.96702216519145e-10	4.782329297763756e-9
ENSG00000005100	DHX33	chr17	5440917	5468982	-0.19825294294533596	protein_coding	-0.14508370015983793	1.62778804663181e-05	5.3394468151777914e-5
ENSG00000005421	PON1	chr7	95297676	95324532	0.16411617865696396	protein_coding	0.10820741794746228	6.52323735958005e-06	2.2541927741504083e-5
ENSG00000005436	GCFC2	chr2	75652000	75710985	0.14359983104324703	protein_coding	0.07318144599374314	8.39446648155342e-13	5.740032177846634e-12
ENSG00000005448	WDR54	chr2	74421678	74425755	0.14787882599580712	protein_coding	0.07463907156673114	3.18709794342833e-13	2.236293896592991e-12
ENSG00000005801	ZNF195	chr11	3339261	3379222	-0.11706137278875688	protein_coding	-0.04104000742291969	1.79989921431819e-08	8.215655274807296e-8
ENSG00000005981	ASB4	chr7	95478444	95540233	0.16420173546032207	protein_coding	0.10763081118574264	3.67272216090146e-06	1.2977130781440186e-5
ENSG00000006047	YBX2	chr17	7288263	7294639	-0.19460943396226416	protein_coding	-0.1411046421663443	6.02567170436029e-06	2.0927346334614838e-5
ENSG00000006128	TAC1	chr7	97732084	97740472	0.16599355537855512	protein_coding	0.10693085309048106	1.85953026497244e-05	6.062539430965844e-5
ENSG00000006377	DLX6	chr7	97005553	97011040	0.16306737469029922	protein_coding	0.1078615087040619	1.28387766606735e-05	4.269351846345843e-5
ENSG00000006695	COX10	chr17	14069490	14231736	-0.1913007051149278	protein_coding	-0.13508811954073605	3.59316689719985e-06	1.2705327650230552e-5
ENSG00000006740	ARHGAP44	chr17	12789498	12991643	-0.19043121859360845	protein_coding	-0.13698059047509983	6.27628520838065e-06	2.1782069955136365e-5
ENSG00000006744	ELAC2	chr17	12991612	13018065	-0.1898114322292037	protein_coding	-0.137513109047941	6.45895871777365e-06	2.2347788921947625e-5
ENSG00000006788	MYH13	chr17	10300865	10373130	-0.19676424106926893	protein_coding	-0.14159214237499823	2.17486154877031e-06	7.880660389719767e-6
ENSG00000006831	ADIPOR2	chr12	1688574	1788674	0.16001352814143588	protein_coding	0.05926530211252496	7.0210327279687e-12	4.542039156268298e-11
ENSG00000006837	CDKL3	chr5	134286350	134371047	-0.22248825995807128	protein_coding	-0.09645370619512048	7.15978598817388e-24	1.2142720450707183e-22
ENSG00000007062	PROM1	chr4	15963076	16084378	-0.13906855299880358	protein_coding	-0.04568959128400397	3.20434525904823e-10	1.7993702723556585e-9
ENSG00000007237	GAS7	chr17	9910606	10198606	-0.1957527033599227	protein_coding	-0.14638863940486882	1.32673828284429e-05	4.3990050480094664e-5
ENSG00000007402	CACNA2D2	chr3	50362613	50504244	-0.2815968504499409	protein_coding	-0.13383960520394791	1.54320708165475e-39	6.3427598875926665e-37
ENSG00000008226	DLEC1	chr3	38039205	38124025	-0.24566865801110402	protein_coding	-0.12465850283343877	1.67315733739219e-30	5.018692591056667e-29
ENSG00000008300	CELSR3	chr3	48636463	48662886	-0.27962023382185625	protein_coding	-0.13470986460348164	1.56080375603173e-38	2.5712865491127498e-36
ENSG00000008323	PLEKHG6	chr12	6310436	6328506	0.1547937106918239	protein_coding	0.04518278529980658	4.41723103935197e-14	3.3448707168624853e-13
ENSG00000008324	SS18L2	chr3	42581840	42596934	-0.2641750677506775	protein_coding	-0.1276781431334623	1.83720851661699e-34	8.939384613473651e-33
ENSG00000008394	MGST1	chr12	16347142	16609259	0.14962108522303308	protein_coding	0.0371435940705178	8.99666345110519e-13	6.1474548243720895e-12
ENSG00000008513	ST3GAL1	chr8	133454848	133571940	0.2918531827052391	protein_coding	0.1867414970943842	9.4489829031046e-12	6.045909332205087e-11
ENSG00000008853	RHOBTB2	chr8	22987417	23020199	-0.2584264150943396	protein_coding	-0.16158839458413926	1.58292689572507e-08	7.283801535188464e-8
ENSG00000008869	HEATR5B	chr2	36968383	37084372	0.15226893042211515	protein_coding	0.06985777143406173	1.85699556542828e-16	1.8519144727608717e-15
ENSG00000008952	SEC62	chr3	169966635	169998373	0.523273360114241	protein_coding	0.20165981468468344	4.12947853045562e-32	1.5165235127910876e-30
ENSG00000008988	RPS20	chr8	56067254	56074510	0.16419748427672956	protein_coding	0.1065247582205029	3.28057248589172e-06	1.1636213497974725e-5
ENSG00000010219	DYRK4	chr12	4562204	4615302	0.1479443519338789	protein_coding	0.04432130367858005	5.12689899248957e-13	3.5344863610963966e-12
ENSG00000010256	UQCRC1	chr3	48599002	48610976	-0.2793308604169756	protein_coding	-0.13517657868590766	7.60556526666559e-38	7.166668500301424e-36
ENSG00000010278	CD9	chr12	6199715	6238271	0.15265871391116023	protein_coding	0.04533384444829798	1.11643883402767e-13	8.15050980986867e-13
ENSG00000010282	HHATL	chr3	42692663	42702824	-0.2656381551362683	protein_coding	-0.1276781431334623	3.59921364169273e-35	1.915317077591693e-33
ENSG00000010292	NCAPD2	chr12	6493356	6531955	0.15037284937829307	protein_coding	0.04494891110801762	1.99290501596028e-13	1.425284938663633e-12
ENSG00000010295	IFFO1	chr12	6538961	6556073	0.15113836477987422	protein_coding	0.04451517217607258	9.00337772407831e-14	6.645710641804383e-13
ENSG00000010318	PHF7	chr3	52410660	52423641	-0.2781262082954044	protein_coding	-0.1311678916827853	7.67079492221008e-39	1.6250722630691975e-36
ENSG00000010319	SEMA3G	chr3	52433035	52445103	-0.27851174004192875	protein_coding	-0.13125396518375243	7.03158853006884e-39	1.6250722630691975e-36
ENSG00000010322	NISCH	chr3	52455118	52493068	-0.2759893607285155	protein_coding	-0.13087401139167182	9.30402947292106e-38	8.398408286374585e-36
ENSG00000010327	STAB1	chr3	52495338	52524495	-0.27591488469601677	protein_coding	-0.130657833655706	1.11380292638959e-37	9.77969596775805e-36
ENSG00000010610	CD4	chr12	6786858	6820799	0.15355266384482052	protein_coding	0.04536576402321083	9.04879594915848e-14	6.676684161569685e-13
ENSG00000010626	LRRC23	chr12	6873569	6914241	0.15713052666811586	protein_coding	0.0448775669996318	2.87051458141944e-14	2.2197650187862017e-13
ENSG00000011083	SLC6A7	chr5	150190062	150222788	-0.1893739713994669	protein_coding	-0.07818220502901355	4.31923801350288e-18	4.9516154722157344e-17
ENSG00000011105	TSPAN9	chr12	3077355	3286564	0.15560636489130272	protein_coding	0.05112143887966493	2.66009775360518e-13	1.8801722761211583e-12
ENSG00000011198	ABHD5	chr3	43690108	43734371	-0.26788406708595386	protein_coding	-0.1301644100580271	5.76806625954471e-35	2.9791908004177853e-33
ENSG00000011295	TTC19	chr17	15999784	16045015	-0.17850069077659916	protein_coding	-0.12426288518861804	2.49026572148172e-06	8.946338653870631e-6
ENSG00000011376	LARS2	chr3	45388561	45554726	-0.2703516823995072	protein_coding	-0.13119927392391414	1.81770280548275e-35	9.975160537929057e-34
ENSG00000011523	CEP68	chr2	65056366	65087004	0.18999551625585756	protein_coding	0.08631527408656535	1.94289725878486e-16	1.933588168364098e-15
ENSG00000011566	MAP4K3	chr2	39249266	39437301	0.1530029598472182	protein_coding	0.07321657672446144	1.85170382898118e-15	1.7008731747232267e-14
ENSG00000011590	ZBTB32	chr19	35704558	35717038	0.15129281419303275	protein_coding	0.06607450290850952	9.30531683248342e-06	3.148000091997937e-5
ENSG00000011600	TYROBP	chr19	35904401	35908295	0.14188784067085955	protein_coding	0.06435261121856867	1.98146376409417e-05	6.43617547183573e-5
ENSG00000012171	SEMA3B	chr3	50267558	50277546	-0.28111069182389936	protein_coding	-0.1344311411992263	7.90789422418101e-39	1.6250722630691975e-36
ENSG00000012223	LTF	chr3	46435645	46485234	-0.27275253847972	protein_coding	-0.1326401539990344	2.14727979868722e-36	1.3734769493788422e-34
ENSG00000012232	EXTL3	chr8	28600469	28755599	-0.23671316434423428	protein_coding	-0.14922811170861197	9.94724207474258e-08	4.090056942481958e-7
ENSG00000013016	EHD3	chr2	31234152	31269451	0.1539954943806477	protein_coding	0.0708926499032882	1.17901908272095e-15	1.107200370487146e-14
ENSG00000013288	MAN2B2	chr4	6575189	6623362	-0.13649845797543236	protein_coding	-0.050439530343954264	3.30626986892475e-08	1.4410472711646972e-7
ENSG00000013293	SLC7A14	chr3	170459548	170586075	0.5219910445262013	protein_coding	0.1965628668463639	7.05529623447023e-33	2.8100444816754935e-31
ENSG00000013297	CLDN11	chr3	170418868	170454733	0.5181635883201514	protein_coding	0.19825087040618955	2.31722451047976e-32	8.7200112189093e-31
ENSG00000013561	RNF14	chr5	141958328	141990292	-0.19847232704402515	protein_coding	-0.07982437137330754	3.64561937247991e-20	4.856719270220305e-19
ENSG00000013573	DDX11	chr12	31073860	31104799	0.16199501179604567	protein_coding	0.08890436676751569	7.08737526499846e-08	2.9646346469028856e-7
ENSG00000013583	HEBP1	chr12	12974870	13000265	0.13836394129979035	protein_coding	NA	2.62617916195819e-15	2.3540558177051674e-14
ENSG00000013588	GPRC5A	chr12	12891559	12917937	0.13836394129979035	protein_coding	0.021372340425531915	1.56111815111455e-15	1.446336658277207e-14
ENSG00000013810	TACC3	chr4	1712891	1745171	-0.13613159151674986	protein_coding	-0.04491237911025145	2.84333618790085e-08	1.2557093082231533e-7
ENSG00000014164	ZC3H3	chr8	143437659	143541447	0.27158892190491146	protein_coding	0.1721586588172807	2.05734049189234e-10	1.1768328777579015e-9
ENSG00000014257	ACP3	chr3	132317369	132368298	0.2527105959286681	protein_coding	0.05976863400378125	2.80375410607674e-28	7.368723546542093e-27
ENSG00000014641	MDH1	chr2	63588609	63607197	0.2015301886792453	protein_coding	0.08755667311411992	1.96815423033975e-16	1.9577155132581334e-15
ENSG00000014824	SLC30A9	chr4	41990502	42090461	-0.11691802935010483	protein_coding	-0.023393715118191803	9.87926908055027e-11	5.866518316292332e-10
ENSG00000015479	MATR3	chr5	139293674	139331677	-0.19263054098606566	protein_coding	-0.08223733075435204	4.10924933516579e-19	5.0239474308479475e-18
ENSG00000015592	STMN4	chr8	27235323	27258420	-0.246012540494656	protein_coding	-0.15234354328297992	4.17298330110471e-08	1.796112264426018e-7
ENSG00000016082	ISL1	chr5	51383448	51394730	-0.13615299390828445	protein_coding	-0.024792798915202134	3.77069433559583e-15	3.2928798589830314e-14
ENSG00000016391	CHDH	chr3	53812335	53846419	-0.2801216621078824	protein_coding	-0.1306994281364521	1.92168891496468e-39	7.138704763533216e-37
ENSG00000016864	GLT8D1	chr3	52694488	52706032	-0.2789333333333333	protein_coding	-0.13268220502901354	4.80233065913095e-38	5.362232447539455e-36
ENSG00000017260	ATP2C1	chr3	130850595	131016712	0.24259338098046854	protein_coding	0.056416304908860467	4.11805391855952e-27	9.436352021923398e-26
ENSG00000018408	WWTR1	chr3	149517235	149736714	0.38758628201389184	protein_coding	0.09888988487599139	1.45837049510191e-37	1.2195386516832726e-35
ENSG00000019186	CYP24A1	chr20	54153446	54173986	0.17628510115671328	protein_coding	0.09031934991757236	1.25921370440301e-12	8.513906590113036e-12
ENSG00000019549	SNAI2	chr8	48917598	48921740	0.17844863731656185	protein_coding	0.10491257253384913	1.85969509016754e-08	8.470580065259696e-8
ENSG00000019582	CD74	chr5	150400041	150412929	-0.18909119496855345	protein_coding	-0.07759148936170213	4.27749437552761e-18	4.909587572909498e-17
ENSG00000020256	ZFP64	chr20	52051663	52204308	0.16014108745274858	protein_coding	0.07566978947228599	1.27645426733121e-12	8.624437594276664e-12
ENSG00000021574	SPAST	chr2	32063556	32157637	0.14973731214692687	protein_coding	0.07033094777562862	3.90273110716298e-15	3.3974338349286746e-14
ENSG00000021762	OSBPL5	chr11	3087107	3166739	-0.11750838350862196	protein_coding	-0.04185130653845138	2.23816148629232e-08	1.0080337008791966e-7
ENSG00000022277	RTF2	chr20	56468585	56519449	0.14373993468781138	protein_coding	0.07809510418846297	2.83848232401325e-10	1.6004367499405707e-9
ENSG00000022355	GABRA1	chr5	161847063	161899981	-0.19923039832285117	protein_coding	-0.0653712332547852	5.67624747085802e-22	8.415047766275086e-21
ENSG00000022567	SLC45A4	chr8	141207166	141308305	0.2751442145496644	protein_coding	0.1812523417425117	6.05742626916569e-10	3.305404046369312e-9
ENSG00000023191	RNH1	chr11	494512	507300	-0.11966209957382393	protein_coding	-0.042713733075435203	1.39774047939316e-08	6.493543251668512e-8
ENSG00000023287	RB1CC1	chr8	52622458	52745843	0.16368577547231167	protein_coding	0.10073733075435203	2.33949414117412e-06	8.434495026485382e-6
ENSG00000023330	ALAS1	chr3	52198086	52214327	-0.2775584905660377	protein_coding	-0.13357504835589942	5.9287210555427e-38	5.9033559087586766e-36
ENSG00000023516	AKAP11	chr13	42272152	42323261	-0.19349002417274455	protein_coding	-0.1367659574468085	2.84165298304839e-06	1.0133322996777874e-5
ENSG00000023697	DERA	chr12	15911302	16037381	0.14658836728322525	protein_coding	0.03310514685569546	4.29885667428276e-14	3.2616266448201125e-13
ENSG00000023734	STRAP	chr12	15882387	15903478	0.14288442145151722	protein_coding	0.03310906977072092	1.90897670878094e-13	1.36830067100265e-12
ENSG00000025293	PHF20	chr20	35771974	35950370	0.17386051225660437	protein_coding	0.09654139029670311	1.05434343536637e-10	6.237902646545841e-10
ENSG00000025772	TOMM34	chr20	44942130	44960397	0.14114304947849285	protein_coding	0.042682978723404257	1.47152846556093e-15	1.3666113158288693e-14
ENSG00000026559	KCNG1	chr20	51003656	51023107	0.16373165618448637	protein_coding	0.06644177949709865	6.668792056328e-14	4.985334990405881e-13
ENSG00000027847	B4GALT7	chr5	177600132	177610330	-0.18208846960167716	protein_coding	-0.04928394584139265	2.60654770464057e-19	3.2442449749060496e-18
ENSG00000028116	VRK2	chr2	57907629	58159920	0.1988272576787127	protein_coding	0.08596257770855434	4.83055480571604e-17	5.052075104602964e-16
ENSG00000029153	ARNTL2	chr12	27332854	27425289	0.16105254078054368	protein_coding	0.09775434419474259	6.17069600777859e-07	2.3487553651676656e-6
ENSG00000029559	IBSP	chr4	87799554	87812435	-0.10889245283018868	protein_coding	-0.05662282398452611	1.78092227736855e-06	6.519248745864749e-6
ENSG00000029725	RABEP1	chr17	5282265	5386340	-0.1937047609002132	protein_coding	-0.14327031842196544	2.90583270279603e-05	9.265759379318407e-5
ENSG00000031003	FAM13B	chr5	137937960	138051961	-0.19741137599136857	protein_coding	-0.08354665196295051	3.41674597964208e-20	4.577065332090573e-19
ENSG00000031081	ARHGAP31	chr3	119294383	119420714	0.22275866922316107	protein_coding	0.04659889382759769	3.51328056766331e-27	8.079290562565733e-26
ENSG00000032389	EIPR1	chr2	3188925	3377830	0.11363255630432113	protein_coding	0.0550842350143968	2.82539854366742e-08	1.2500738357311852e-7
ENSG00000032742	IFT88	chr13	20567138	20691444	-0.20466233323813893	protein_coding	-0.1445951785909341	6.39329560422344e-07	2.4258356155329835e-6
ENSG00000033867	SLC4A7	chr3	27372721	27484420	-0.2421841493930138	protein_coding	-0.12135121073610042	1.68605369133414e-30	5.049534752790943e-29
ENSG00000034152	MAP2K3	chr17	21284672	21315232	-0.13264989517819706	protein_coding	-0.05765918762088975	5.17082604249635e-08	2.197686395223366e-7
ENSG00000034239	EFCAB1	chr8	48710789	48735311	0.17468599496499276	protein_coding	0.11065267475701476	2.21931802172223e-07	8.817475570877893e-7
ENSG00000034533	ASTE1	chr3	131013875	131027649	0.24191576408780524	protein_coding	0.057676208897485495	1.32392510684779e-26	2.8479132838506415e-25
ENSG00000034677	RNF19A	chr8	100257060	100336218	0.2625199796933958	protein_coding	0.16785314403386314	1.45897029628748e-09	7.586252816523621e-9
ENSG00000035141	FAM136A	chr2	70295975	70302090	0.15593626834381552	protein_coding	0.07538317214700194	2.80977679568469e-14	2.1771543667164523e-13
ENSG00000035499	DEPDC1B	chr5	60596912	60700190	-0.20475213496331043	protein_coding	-0.07521875295918776	2.11567552506949e-22	3.2230681480889068e-21
ENSG00000035681	NSMAF	chr8	58583508	58659853	0.16696562794818326	protein_coding	0.11147799639264794	8.07315768096436e-06	2.7596741625055483e-5
ENSG00000035928	RFC1	chr4	39287456	39366375	-0.12063638286938554	protein_coding	-0.026842154696477924	9.45476448039645e-11	5.616164989785309e-10
ENSG00000036054	TBC1D23	chr3	100260992	100325251	0.18439717203016256	protein_coding	0.043842166344294005	8.99490477489691e-18	1.004942599980819e-16
ENSG00000036448	MYOM2	chr8	2045046	2165552	-0.25641975881803547	protein_coding	-0.13896594146021352	5.59152130726583e-10	3.065023186505506e-9
ENSG00000036565	SLC18A1	chr8	20144855	20183206	-0.24094401231545826	protein_coding	-0.1556391873047083	2.24445294225647e-07	8.915504315354356e-7
ENSG00000036828	CASR	chr3	122183668	122291629	0.23171928910387418	protein_coding	0.0481568665377176	1.53102170402149e-28	4.1019065543111124e-27
ENSG00000037241	RPL26L1	chr5	172958729	172969771	-0.19144402515723272	protein_coding	-0.05007369439071567	6.36408641816622e-21	9.092829684890301e-20
ENSG00000037280	FLT4	chr5	180601506	180649624	-0.17699764536902046	protein_coding	-0.047095693958336474	4.47720331966897e-18	5.126623386250474e-17
ENSG00000037474	NSUN2	chr5	6599239	6633291	0.39325810416801493	protein_coding	0.26076555986424144	1.19252373107362e-12	8.0828003204032e-12
ENSG00000037749	MFAP3	chr5	154038906	154220478	-0.18944979506620835	protein_coding	-0.0738144164465776	1.2062143463382e-18	1.407031553636172e-17
ENSG00000038002	AGA	chr4	177430774	177442437	-0.20483731656184487	protein_coding	-0.09365725338491296	5.10613061259037e-17	5.334511900671075e-16
ENSG00000038210	PI4K2B	chr4	25160663	25279204	-0.14677598663908498	protein_coding	-0.04608904680229889	7.77221965073152e-11	4.666955766029866e-10
ENSG00000038219	BOD1L1	chr4	13568738	13627725	-0.1390614458566223	protein_coding	-0.05253412559344516	1.5465308648904e-09	8.00491337542547e-9
ENSG00000038274	MAT2B	chr5	163503114	163519354	-0.19724817447977727	protein_coding	-0.06726979495874615	2.70103588242914e-20	3.6435691439164597e-19
ENSG00000038295	TLL1	chr4	165873237	166104457	-0.18090975885568933	protein_coding	-0.07933225387077977	1.45608797073303e-16	1.4596394048079884e-15
ENSG00000038382	TRIO	chr5	14143342	14532128	0.4355275849633359	protein_coding	0.27412592253203527	3.26183804335317e-15	2.867952912310113e-14
ENSG00000038427	VCAN	chr5	83471618	83582303	-0.22381598297399627	protein_coding	-0.09417152711434573	1.34824750356051e-25	2.6739319328827896e-24
ENSG00000038945	MSR1	chr8	16107878	16567490	-0.2309457707265973	protein_coding	-0.14871359402515968	6.67674231184886e-07	2.5304028102410132e-6
ENSG00000039123	MTREX	chr5	55307989	55425579	-0.16939994560841712	protein_coding	-0.05397400808956238	2.22638850538151e-20	3.02228719314509e-19
ENSG00000039139	DNAH5	chr5	13690331	13944543	0.4309625387338022	protein_coding	0.27330985439820626	3.83788491759857e-15	3.343997426849417e-14
ENSG00000039319	ZFYVE16	chr5	80408013	80483379	-0.2278777777777778	protein_coding	-0.09760816368859268	5.83503592455806e-25	1.094324164608622e-23
ENSG00000039537	C6	chr5	41142116	41261438	0.3796065233603179	protein_coding	0.2256509920263965	2.41044972479918e-15	2.1737935263280002e-14
ENSG00000039560	RAI14	chr5	34656328	34832612	0.39228684883083237	protein_coding	0.2325952113945448	1.6241502565609e-16	1.6222187438462724e-15
ENSG00000039600	SOX30	chr5	157625679	157671480	-0.20091645670980096	protein_coding	-0.07194217881824323	3.27485500150164e-21	4.699879202377948e-20
ENSG00000040275	SPDL1	chr5	169583636	169604778	-0.19707123972077306	protein_coding	-0.050522736630602305	7.16805476791317e-22	1.0553758685348987e-20
ENSG00000040341	STAU2	chr8	73420369	73747708	0.20761762908734274	protein_coding	0.14644236754191112	1.99284130855261e-06	7.255129204167125e-6
ENSG00000040633	PHF23	chr17	7235029	7239722	-0.19373333333333334	protein_coding	-0.1411046421663443	9.03697065860066e-06	3.0652706270797004e-5
ENSG00000040731	CDH10	chr5	24487100	24644978	0.3870702979655176	protein_coding	0.2318161482667551	2.74876538300749e-16	2.718786528599882e-15
ENSG00000040933	INPP4A	chr2	98444854	98594392	0.11108872806522661	protein_coding	0.07660139041963743	1.32643163095373e-06	4.908559351558085e-6
ENSG00000041802	LSG1	chr3	194640791	194672463	0.4295433235038012	protein_coding	0.13914685287563622	5.11974779454692e-31	1.6292943681591904e-29
ENSG00000041880	PARP3	chr3	51942345	51948867	-0.27738259958071276	protein_coding	-0.13310212765957447	5.10775983764294e-38	5.4010292786686844e-36
ENSG00000042062	RIPOR3	chr20	50586108	50691542	0.16131203920315432	protein_coding	0.0679812104888646	9.61010273307017e-13	6.5504006526011466e-12
ENSG00000042445	RETSAT	chr2	85341955	85354531	0.12486184486373166	protein_coding	0.07053263402896155	2.6654551327533e-10	1.5063954593152573e-9
ENSG00000042493	CAPG	chr2	85394753	85418432	0.12688993710691823	protein_coding	0.07086371420680983	8.62048730027616e-11	5.14751014465022e-10
ENSG00000042832	TG	chr8	132866958	133134903	0.2934262195123919	protein_coding	0.18770090223745034	7.73330131476716e-12	4.9811330942766656e-11
ENSG00000042980	ADAM28	chr8	24294069	24359014	-0.25113828977787706	protein_coding	-0.15789912763970923	2.39436712461783e-08	1.0738794925990857e-7
ENSG00000043093	DCUN1D1	chr3	182938074	182985953	0.5764704664243748	protein_coding	0.19758739422149763	2.76952156116484e-33	1.123925378088681e-31
ENSG00000043143	JADE2	chr5	134524312	134583230	-0.22187733555630948	protein_coding	-0.0950924758123461	1.32666014300242e-23	2.203533446464123e-22
ENSG00000043462	LCP2	chr5	170246233	170297815	-0.1980104821802935	protein_coding	-0.051912464396111746	5.09108386358861e-22	7.564958999457013e-21
ENSG00000044115	CTNNA1	chr5	138610967	138935034	-0.1945440781519648	protein_coding	-0.08135401416938268	1.82090004823501e-19	2.312578976446791e-18
ENSG00000044459	CNTLN	chr9	17134982	17503923	-0.202303947734628	protein_coding	-0.1244154237352854	6.00759335646785e-08	2.5316029857523876e-7
ENSG00000044524	EPHA3	chr3	89107621	89482134	-0.16797395057965356	protein_coding	-0.06596232688122218	4.30616136437171e-14	3.265886104262596e-13
ENSG00000046889	PREX2	chr8	67952046	68237032	0.1863533538217438	protein_coding	0.12463674619564245	3.53789785070193e-06	1.2516771571796553e-5
ENSG00000047188	YTHDC2	chr5	113513694	113595285	-0.21970890300188714	protein_coding	-0.09331020009052987	4.82629193885525e-24	8.33895182315446e-23
ENSG00000047249	ATP6V1H	chr8	53715543	53843558	0.15958354707781253	protein_coding	0.10288208240930699	1.0255839498674e-05	3.449025967894945e-5
ENSG00000047365	ARAP2	chr4	35948221	36244514	-0.13448409701538525	protein_coding	-0.03880864288268215	3.14727217658544e-11	1.9629982126396484e-10
ENSG00000047457	CP	chr3	149162410	149221829	0.38609768133682915	protein_coding	0.09598389013312973	2.81837564068419e-38	3.9167310972011875e-36
ENSG00000047617	ANO2	chr12	5531869	5946232	0.15125263631486346	protein_coding	0.04453088883707481	1.00310155935698e-13	7.373254498515519e-13
ENSG00000047621	C12orf4	chr12	4487735	4538508	0.1474971167117028	protein_coding	0.04469853160173525	3.79767596286921e-13	2.6521947423985734e-12
ENSG00000047662	FAM184B	chr4	17629306	17781621	-0.14990694701827811	protein_coding	-0.04628386915001506	7.51355869527233e-11	4.517255316420031e-10
ENSG00000047849	MAP4	chr3	47850690	48089272	-0.27829729395068026	protein_coding	-0.1329775286869746	4.56802061756964e-39	1.2428232995717286e-36
ENSG00000048162	NOP16	chr5	176383938	176388927	-0.18578637316561844	protein_coding	-0.0501257253384913	4.21325968369321e-19	5.131622781204397e-18
ENSG00000048342	CC2D2A	chr4	15469865	15601552	-0.14181693592408368	protein_coding	-0.04670348290002991	2.22183089413313e-10	1.2653038732892002e-9
